Species,N,Chlorophyll-a_mean,Chlorophyll-a_std,Chlorophyll Variability_mean,Chlorophyll Variability_std,Synechococcus_mean,Synechococcus_std,Prochlorococcus_mean,Prochlorococcus_std,Picoeukaryotes_mean,Picoeukaryotes_std,Water Depth_mean,Water Depth_std,Latitude_mean,Latitude_std,SST Median_mean,SST Median_std,SST Variability_mean,SST Variability_std,Sea Surface Height Anomaly_mean,Sea Surface Height Anomaly_std,Particulate Organic Carbon_mean,Particulate Organic Carbon_std
Fin whale,30,0.45980793635050454,0.05444436833002311,0.05282771984736122,0.07291337612442894,78681.8,7754.62081778253,151771.2,31519.247514648177,6453.0,194.3264228577515,254.4,61.785837011182544,37.152510000000014,0.00916822097585277,11.963749408721924,0.029263508582353367,0.23216064274311066,0.01654591372911736,0.1608887915150618,0.0384588816232308,21.165774536132812,3.5029948234304205
