Original_Index_x,latitude,longitude,date_time,date,common_name,scientific_name,group_size,chlor_a_mean,chlor_a_median,chlor_a_std,chlor_a_min,chlor_a_max,chlor_a_q25,chlor_a_q75,Original_Index_y,synechococcus_mean,synechococcus_median,synechococcus_std,synechococcus_min,synechococcus_max,synechococcus_q25,synechococcus_q75,prochlorococcus_mean,prochlorococcus_median,prochlorococcus_std,prochlorococcus_min,prochlorococcus_max,prochlorococcus_q25,prochlorococcus_q75,picoeukaryotes_mean,picoeukaryotes_median,picoeukaryotes_std,picoeukaryotes_min,picoeukaryotes_max,picoeukaryotes_q25,picoeukaryotes_q75
13,38.82722,-72.97477,2025/02/26 11:48:18,2025-02-26,Fin whale,Balaenoptera physalus,1,0.6342493891716003,0.6335242986679077,0.0149996392428874,0.6142672300338745,0.6617860794067383,0.626293420791626,0.6424503326416016,56,89410.77777777778,85826.0,29031.859877565843,63132.0,152925.0,64456.0,93577.0,11993.555555555555,13918.0,4452.538180287012,1865.0,16299.0,11241.0,15223.0,32473.88888888889,30288.0,5713.991180416411,25853.0,43260.0,27684.0,36579.0
14,38.90338,-73.09153,2025/02/26 11:53:01,2025-02-26,Fin whale,Balaenoptera physalus,1,0.669788658618927,0.6726090908050537,0.0131352171301841,0.6515434384346008,0.6940441727638245,0.6558195948600769,0.6761170625686646,57,166464.55555555556,171060.0,17311.838499908485,139731.0,193845.0,149887.0,178580.0,26046.666666666668,20215.0,12129.62818886053,15151.0,50452.0,17632.0,33236.0,43420.666666666664,33326.0,18685.04816989004,27495.0,89184.0,31223.0,48894.0
38,38.7406,-73.24345,2025/02/26 10:10:32,2025-02-26,Fin whale,Balaenoptera physalus,1,0.6513187289237976,0.6492983102798462,0.0120482509955763,0.6347584128379822,0.6748465299606323,0.6471812725067139,0.6551927924156189,58,154430.77777777778,153058.0,25781.99144009795,110717.0,210994.0,145645.0,161899.0,22728.88888888889,21776.0,8795.65369239508,9233.0,42331.0,19877.0,23405.0,33753.666666666664,33547.0,3585.0052223733846,28479.0,41086.0,30832.0,35667.0
39,38.75009,-73.23051,2025/02/26 10:11:28,2025-02-26,Fin whale,Balaenoptera physalus,1,0.6493656635284424,0.6489338874816895,0.0156946238130331,0.623939573764801,0.6748465299606323,0.6352710127830505,0.6647008657455444,59,171333.22222222222,161899.0,30601.239683595162,131379.0,232527.0,151812.0,190650.0,27893.88888888889,23405.0,8870.535038910743,14664.0,42331.0,22727.0,36549.0,32846.88888888889,30649.0,3926.4245665163626,28479.0,41086.0,30001.0,35667.0
45,38.72615,-73.08132,2025/02/26 10:17:44,2025-02-26,Fin whale,Balaenoptera physalus,2,0.6363638043403625,0.6386052370071411,0.0100272772833704,0.6220706701278687,0.6534995436668396,0.6258004903793335,0.6433231234550476,60,97739.0,99999.0,19488.04212274229,72220.0,138223.0,82735.0,103198.0,11072.333333333334,11241.0,2983.9510719849277,6544.0,15017.0,9509.0,13905.0,32380.444444444445,32509.0,4359.076536023837,23916.0,37252.0,29297.0,36287.0
4,38.80395,-72.99513,2025/02/26 11:45:26,2025-02-26,Humpback whale,Megaptera novaeangliae,2,0.7638776302337646,0.7594740986824036,0.0159916691482067,0.7435020804405212,0.8005411028862,0.7534095048904419,0.7726114392280579,61,89410.77777777778,85826.0,29031.859877565843,63132.0,152925.0,64456.0,93577.0,11993.555555555555,13918.0,4452.538180287012,1865.0,16299.0,11241.0,15223.0,32473.88888888889,30288.0,5713.991180416411,25853.0,43260.0,27684.0,36579.0
6,38.81244,-73.00711,2025/02/26 11:46:17,2025-02-26,Humpback whale,Megaptera novaeangliae,2,0.7526152729988098,0.7507449388504028,0.0065681603737175,0.7435020804405212,0.76419997215271,0.7478192448616028,0.7592124342918396,62,108271.66666666667,103031.0,34525.07711472601,63132.0,171060.0,85826.0,123671.0,13858.0,15151.0,4969.022774483262,1865.0,21474.0,13124.0,15328.0,34865.555555555555,35225.0,7278.593715075447,25853.0,48894.0,28219.0,37788.0
13,38.82722,-72.97477,2025/02/26 11:48:18,2025-02-26,Fin whale,Balaenoptera physalus,1,0.7638776302337646,0.7594740986824036,0.0159916691482067,0.7435020804405212,0.8005411028862,0.7534095048904419,0.7726114392280579,63,89410.77777777778,85826.0,29031.859877565843,63132.0,152925.0,64456.0,93577.0,11993.555555555555,13918.0,4452.538180287012,1865.0,16299.0,11241.0,15223.0,32473.88888888889,30288.0,5713.991180416411,25853.0,43260.0,27684.0,36579.0
14,38.90338,-73.09153,2025/02/26 11:53:01,2025-02-26,Fin whale,Balaenoptera physalus,1,0.8302953243255615,0.8406208753585815,0.0338698737323284,0.7464128732681274,0.868179202079773,0.8240607976913452,0.8466612696647644,64,166464.55555555556,171060.0,17311.838499908485,139731.0,193845.0,149887.0,178580.0,26046.666666666668,20215.0,12129.62818886053,15151.0,50452.0,17632.0,33236.0,43420.666666666664,33326.0,18685.04816989004,27495.0,89184.0,31223.0,48894.0
38,38.7406,-73.24345,2025/02/26 10:10:32,2025-02-26,Fin whale,Balaenoptera physalus,1,0.7845959067344666,0.7845665216445923,0.031799416989088,0.7306720614433289,0.8336396217346191,0.7535962462425232,0.8126362562179565,65,154430.77777777778,153058.0,25781.99144009795,110717.0,210994.0,145645.0,161899.0,22728.88888888889,21776.0,8795.65369239508,9233.0,42331.0,19877.0,23405.0,33753.666666666664,33547.0,3585.0052223733846,28479.0,41086.0,30832.0,35667.0
39,38.75009,-73.23051,2025/02/26 10:11:28,2025-02-26,Fin whale,Balaenoptera physalus,1,0.7744340300559998,0.7804637551307678,0.0377043150365352,0.7245512008666992,0.8336396217346191,0.7372696995735168,0.8126362562179565,66,171333.22222222222,161899.0,30601.239683595162,131379.0,232527.0,151812.0,190650.0,27893.88888888889,23405.0,8870.535038910743,14664.0,42331.0,22727.0,36549.0,32846.88888888889,30649.0,3926.4245665163626,28479.0,41086.0,30001.0,35667.0
45,38.72615,-73.08132,2025/02/26 10:17:44,2025-02-26,Fin whale,Balaenoptera physalus,2,0.7787382006645203,0.780324399471283,0.0212205667048692,0.7507449388504028,0.8100033402442932,0.7568377256393433,0.7931742668151855,67,97739.0,99999.0,19488.04212274229,72220.0,138223.0,82735.0,103198.0,11072.333333333334,11241.0,2983.9510719849277,6544.0,15017.0,9509.0,13905.0,32380.444444444445,32509.0,4359.076536023837,23916.0,37252.0,29297.0,36287.0
8,37.49114,-74.39087,2025/02/23 14:30:34,2025-02-23,Fin whale,Balaenoptera physalus,1,0.7414926886558533,0.7398543953895569,0.014208385720849,0.7229212522506714,0.7600343823432922,0.7324681878089905,0.75954270362854,68,237728.66666666666,255394.0,65098.077862048536,114482.0,314081.0,184029.0,293112.0,4509.777777777777,1489.0,5044.157363343538,0.0,12115.0,0.0,9999.0,90514.55555555556,90655.0,13169.521716710657,69834.0,113713.0,80742.0,99118.0
9,37.48327,-74.37031,2025/02/23 14:31:11,2025-02-23,Humpback whale,Megaptera novaeangliae,1,0.7553603649139404,0.7598397731781006,0.015896676108241,0.7240803241729736,0.7767888903617859,0.7420425415039062,0.7636451125144958,69,276424.1111111111,293112.0,50964.16139350485,174018.0,358231.0,255394.0,303478.0,6400.0,5425.0,4922.981639435823,0.0,12827.0,1489.0,11560.0,99664.22222222222,99118.0,10178.891270967228,80742.0,113713.0,93947.0,107900.0
10,37.49054,-74.38346,2025/02/23 14:35:27,2025-02-23,Humpback whale,Megaptera novaeangliae,1,0.7414926886558533,0.7398543953895569,0.014208385720849,0.7229212522506714,0.7600343823432922,0.7324681878089905,0.75954270362854,70,237728.66666666666,255394.0,65098.077862048536,114482.0,314081.0,184029.0,293112.0,4509.777777777777,1489.0,5044.157363343538,0.0,12115.0,0.0,9999.0,90514.55555555556,90655.0,13169.521716710657,69834.0,113713.0,80742.0,99118.0
42,37.78553,-74.08297,2025/02/23 15:12:40,2025-02-23,Sperm whale,Physeter macrocephalus,1,0.7582984566688538,0.7574158310890198,0.0102299191057682,0.744469404220581,0.7743820548057556,0.7525430917739868,0.7643532752990723,71,152421.77777777778,138412.0,38162.00825654802,106150.0,231930.0,125986.0,166199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96671.55555555556,97076.0,10662.895115629413,80662.0,109277.0,86085.0,105944.0
43,37.77793,-74.08491,2025/02/23 15:14:03,2025-02-23,Sperm whale,Physeter macrocephalus,1,0.752946138381958,0.753031313419342,0.0141978850588202,0.7238379716873169,0.7743820548057556,0.744785726070404,0.7642096281051636,72,170271.33333333334,155391.0,40550.96888279408,125986.0,239324.0,138412.0,197665.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98042.44444444444,105716.0,11234.459232509305,80662.0,110108.0,85393.0,106574.0
47,37.86159,-74.19653,2025/02/23 15:19:09,2025-02-23,Humpback whale,Megaptera novaeangliae,1,0.8632521033287048,0.8537935614585876,0.0730509012937545,0.7642096281051636,0.9847979545593262,0.809557318687439,0.9154348969459534,73,160677.0,165235.0,33157.961068531076,97144.0,218720.0,144412.0,177057.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120502.55555555556,115257.0,27158.495389149764,75573.0,169105.0,106574.0,125884.0
48,37.84661,-74.19493,2025/02/23 15:20:16,2025-02-23,Humpback whale,Megaptera novaeangliae,1,0.8632521033287048,0.8537935614585876,0.0730509012937545,0.7642096281051636,0.9847979545593262,0.809557318687439,0.9154348969459534,74,160677.0,165235.0,33157.961068531076,97144.0,218720.0,144412.0,177057.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120502.55555555556,115257.0,27158.495389149764,75573.0,169105.0,106574.0,125884.0
117,37.59155,-74.27434,2025/02/23 13:24:23,2025-02-23,Sperm whale,Physeter macrocephalus,1,0.7828677296638489,0.785951554775238,0.0234273690730333,0.7457664608955383,0.8245803713798523,0.7631890773773193,0.7995941042900085,75,297774.22222222225,309377.0,45137.96243562071,223760.0,357726.0,251302.0,332803.0,957.1111111111111,0.0,2382.196019756395,0.0,7640.0,0.0,0.0,90656.11111111111,87964.0,14071.321152885905,69775.0,115774.0,81501.0,99294.0
118,37.60274,-74.24987,2025/02/23 13:25:18,2025-02-23,Sperm whale,Physeter macrocephalus,1,0.7866703271865845,0.785951554775238,0.0189481452107429,0.7598617672920227,0.8245803713798523,0.7747505307197571,0.7995941042900085,76,312615.6666666667,309712.0,35995.23261643285,241390.0,357726.0,307985.0,345913.0,211.66666666666666,0.0,598.6837414046103,0.0,1905.0,0.0,0.0,92627.33333333333,87964.0,13951.534316259906,71395.0,115774.0,81669.0,105968.0
8,37.49114,-74.39087,2025/02/23 14:30:34,2025-02-23,Fin whale,Balaenoptera physalus,1,0.6847108006477356,0.682137131690979,0.0172834862023592,0.658732533454895,0.7213840484619141,0.6736294627189636,0.6867373585700989,77,237728.66666666666,255394.0,65098.077862048536,114482.0,314081.0,184029.0,293112.0,4509.777777777777,1489.0,5044.157363343538,0.0,12115.0,0.0,9999.0,90514.55555555556,90655.0,13169.521716710657,69834.0,113713.0,80742.0,99118.0
9,37.48327,-74.37031,2025/02/23 14:31:11,2025-02-23,Humpback whale,Megaptera novaeangliae,1,0.6775713562965393,0.6763609051704407,0.0085161589086055,0.658732533454895,0.6867373585700989,0.6736294627189636,0.6855578422546387,78,276424.1111111111,293112.0,50964.16139350485,174018.0,358231.0,255394.0,303478.0,6400.0,5425.0,4922.981639435823,0.0,12827.0,1489.0,11560.0,99664.22222222222,99118.0,10178.891270967228,80742.0,113713.0,93947.0,107900.0
10,37.49054,-74.38346,2025/02/23 14:35:27,2025-02-23,Humpback whale,Megaptera novaeangliae,1,0.6847108006477356,0.682137131690979,0.0172834862023592,0.658732533454895,0.7213840484619141,0.6736294627189636,0.6867373585700989,79,237728.66666666666,255394.0,65098.077862048536,114482.0,314081.0,184029.0,293112.0,4509.777777777777,1489.0,5044.157363343538,0.0,12115.0,0.0,9999.0,90514.55555555556,90655.0,13169.521716710657,69834.0,113713.0,80742.0,99118.0
42,37.78553,-74.08297,2025/02/23 15:12:40,2025-02-23,Sperm whale,Physeter macrocephalus,1,0.6725887656211853,0.6746523976325989,0.0135025288909673,0.6389469504356384,0.6859553456306458,0.6685582995414734,0.6838536262512207,80,152421.77777777778,138412.0,38162.00825654802,106150.0,231930.0,125986.0,166199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96671.55555555556,97076.0,10662.895115629413,80662.0,109277.0,86085.0,105944.0
43,37.77793,-74.08491,2025/02/23 15:14:03,2025-02-23,Sperm whale,Physeter macrocephalus,1,0.6771259903907776,0.6757662296295166,0.0063524623401463,0.6679940819740295,0.6859553456306458,0.6732230186462402,0.6838536262512207,81,170271.33333333334,155391.0,40550.96888279408,125986.0,239324.0,138412.0,197665.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98042.44444444444,105716.0,11234.459232509305,80662.0,110108.0,85393.0,106574.0
47,37.86159,-74.19653,2025/02/23 15:19:09,2025-02-23,Humpback whale,Megaptera novaeangliae,1,0.6959455609321594,0.689316987991333,0.0243541859090328,0.663931667804718,0.7421430349349976,0.6789804697036743,0.7124977707862854,82,160677.0,165235.0,33157.961068531076,97144.0,218720.0,144412.0,177057.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120502.55555555556,115257.0,27158.495389149764,75573.0,169105.0,106574.0,125884.0
48,37.84661,-74.19493,2025/02/23 15:20:16,2025-02-23,Humpback whale,Megaptera novaeangliae,1,0.6959455609321594,0.689316987991333,0.0243541859090328,0.663931667804718,0.7421430349349976,0.6789804697036743,0.7124977707862854,83,160677.0,165235.0,33157.961068531076,97144.0,218720.0,144412.0,177057.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120502.55555555556,115257.0,27158.495389149764,75573.0,169105.0,106574.0,125884.0
117,37.59155,-74.27434,2025/02/23 13:24:23,2025-02-23,Sperm whale,Physeter macrocephalus,1,0.7058828473091125,0.7083398103713989,0.0364331267774105,0.6657518148422241,0.7648588418960571,0.6696709990501404,0.7189810872077942,84,297774.22222222225,309377.0,45137.96243562071,223760.0,357726.0,251302.0,332803.0,957.1111111111111,0.0,2382.196019756395,0.0,7640.0,0.0,0.0,90656.11111111111,87964.0,14071.321152885905,69775.0,115774.0,81501.0,99294.0
118,37.60274,-74.24987,2025/02/23 13:25:18,2025-02-23,Sperm whale,Physeter macrocephalus,1,0.7193975448608398,0.7189810872077942,0.0353262759745121,0.6696709990501404,0.7648588418960571,0.6818475127220154,0.7594834566116333,85,312615.6666666667,309712.0,35995.23261643285,241390.0,357726.0,307985.0,345913.0,211.66666666666666,0.0,598.6837414046103,0.0,1905.0,0.0,0.0,92627.33333333333,87964.0,13951.534316259906,71395.0,115774.0,81669.0,105968.0
8,37.49114,-74.39087,2025/02/23 14:30:34,2025-02-23,Fin whale,Balaenoptera physalus,1,0.8215318918228149,0.8178619742393494,0.0266757290810346,0.7881506681442261,0.8821232914924622,0.7984227538108826,0.8367466926574707,86,237728.66666666666,255394.0,65098.077862048536,114482.0,314081.0,184029.0,293112.0,4509.777777777777,1489.0,5044.157363343538,0.0,12115.0,0.0,9999.0,90514.55555555556,90655.0,13169.521716710657,69834.0,113713.0,80742.0,99118.0
9,37.48327,-74.37031,2025/02/23 14:31:11,2025-02-23,Humpback whale,Megaptera novaeangliae,1,0.8110524415969849,0.8182553052902222,0.0238738916814327,0.758891761302948,0.8375921845436096,0.7981806993484497,0.824394166469574,87,276424.1111111111,293112.0,50964.16139350485,174018.0,358231.0,255394.0,303478.0,6400.0,5425.0,4922.981639435823,0.0,12827.0,1489.0,11560.0,99664.22222222222,99118.0,10178.891270967228,80742.0,113713.0,93947.0,107900.0
10,37.49054,-74.38346,2025/02/23 14:35:27,2025-02-23,Humpback whale,Megaptera novaeangliae,1,0.8215318918228149,0.8178619742393494,0.0266757290810346,0.7881506681442261,0.8821232914924622,0.7984227538108826,0.8367466926574707,88,237728.66666666666,255394.0,65098.077862048536,114482.0,314081.0,184029.0,293112.0,4509.777777777777,1489.0,5044.157363343538,0.0,12115.0,0.0,9999.0,90514.55555555556,90655.0,13169.521716710657,69834.0,113713.0,80742.0,99118.0
42,37.78553,-74.08297,2025/02/23 15:12:40,2025-02-23,Sperm whale,Physeter macrocephalus,1,0.7568088173866272,0.7586267590522766,0.0299805179238319,0.7033634185791016,0.8044161200523376,0.7431026101112366,0.7794869542121887,89,152421.77777777778,138412.0,38162.00825654802,106150.0,231930.0,125986.0,166199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96671.55555555556,97076.0,10662.895115629413,80662.0,109277.0,86085.0,105944.0
43,37.77793,-74.08491,2025/02/23 15:14:03,2025-02-23,Sperm whale,Physeter macrocephalus,1,0.7903831005096436,0.7878867387771606,0.0301974415779113,0.7431026101112366,0.8350732326507568,0.7627573609352112,0.8209298253059387,90,170271.33333333334,155391.0,40550.96888279408,125986.0,239324.0,138412.0,197665.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98042.44444444444,105716.0,11234.459232509305,80662.0,110108.0,85393.0,106574.0
47,37.86159,-74.19653,2025/02/23 15:19:09,2025-02-23,Humpback whale,Megaptera novaeangliae,1,0.8439459204673767,0.8500665426254272,0.030418274924159,0.7689271569252014,0.8750234246253967,0.836280345916748,0.8698375821113586,91,160677.0,165235.0,33157.961068531076,97144.0,218720.0,144412.0,177057.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120502.55555555556,115257.0,27158.495389149764,75573.0,169105.0,106574.0,125884.0
48,37.84661,-74.19493,2025/02/23 15:20:16,2025-02-23,Humpback whale,Megaptera novaeangliae,1,0.8439459204673767,0.8500665426254272,0.030418274924159,0.7689271569252014,0.8750234246253967,0.836280345916748,0.8698375821113586,92,160677.0,165235.0,33157.961068531076,97144.0,218720.0,144412.0,177057.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120502.55555555556,115257.0,27158.495389149764,75573.0,169105.0,106574.0,125884.0
117,37.59155,-74.27434,2025/02/23 13:24:23,2025-02-23,Sperm whale,Physeter macrocephalus,1,0.7379645109176636,0.7390087246894836,0.0207606106996536,0.7048934102058411,0.7697464823722839,0.7213590741157532,0.7513595223426819,93,297774.22222222225,309377.0,45137.96243562071,223760.0,357726.0,251302.0,332803.0,957.1111111111111,0.0,2382.196019756395,0.0,7640.0,0.0,0.0,90656.11111111111,87964.0,14071.321152885905,69775.0,115774.0,81501.0,99294.0
118,37.60274,-74.24987,2025/02/23 13:25:18,2025-02-23,Sperm whale,Physeter macrocephalus,1,0.7243035435676575,0.7213590741157532,0.022208197042346,0.6952469348907471,0.7697464823722839,0.7083751559257507,0.7317142486572266,94,312615.6666666667,309712.0,35995.23261643285,241390.0,357726.0,307985.0,345913.0,211.66666666666666,0.0,598.6837414046103,0.0,1905.0,0.0,0.0,92627.33333333333,87964.0,13951.534316259906,71395.0,115774.0,81669.0,105968.0
11,38.18413,-73.8886,2025/02/24 09:22:09,2025-02-24,Fin whale,Balaenoptera physalus,2,0.8423067927360535,0.8470083475112915,0.0164632610976696,0.8141776323318481,0.8603777289390564,0.838146448135376,0.8551501035690308,95,291202.1111111111,220112.0,143555.0639390447,107144.0,532061.0,189489.0,401142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150836.33333333334,137342.0,38249.13262342617,97604.0,219780.0,119012.0,184277.0
12,38.17186,-73.86031,2025/02/24 09:23:01,2025-02-24,Common minke whale,Balaenoptera acutorostrata,1,0.8271266222000122,0.838146448135376,0.0259105693548917,0.7695585489273071,0.8580347895622253,0.8141776323318481,0.8416538834571838,96,379692.22222222225,401142.0,104499.51088857123,189489.0,532061.0,374045.0,455468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135061.77777777778,119012.0,34430.3965278027,97604.0,219780.0,115649.0,138495.0
19,38.18469,-73.89053,2025/02/24 09:26:35,2025-02-24,Common minke whale,Balaenoptera acutorostrata,1,0.8423067927360535,0.8470083475112915,0.0164632610976696,0.8141776323318481,0.8603777289390564,0.838146448135376,0.8551501035690308,97,291202.1111111111,220112.0,143555.0639390447,107144.0,532061.0,189489.0,401142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150836.33333333334,137342.0,38249.13262342617,97604.0,219780.0,119012.0,184277.0
20,38.15422,-73.81721,2025/02/24 09:28:48,2025-02-24,Fin whale,Balaenoptera physalus,1,0.8202917575836182,0.8260719776153564,0.0287969801574945,0.7695585489273071,0.8568036556243896,0.8141776323318481,0.8392492532730103,98,411710.55555555556,411257.0,99495.5367040386,176248.0,532061.0,392498.0,458262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114393.66666666667,122058.0,28971.371328721507,64654.0,158822.0,97604.0,131667.0
24,38.15255,-73.82005,2025/02/24 09:38:53,2025-02-24,Fin whale,Balaenoptera physalus,1,0.8202917575836182,0.8260719776153564,0.0287969801574945,0.7695585489273071,0.8568036556243896,0.8141776323318481,0.8392492532730103,99,411710.55555555556,411257.0,99495.5367040386,176248.0,532061.0,392498.0,458262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114393.66666666667,122058.0,28971.371328721507,64654.0,158822.0,97604.0,131667.0
27,38.14367,-73.79472,2025/02/24 09:39:41,2025-02-24,Common minke whale,Balaenoptera acutorostrata,1,0.8202917575836182,0.8260719776153564,0.0287969801574945,0.7695585489273071,0.8568036556243896,0.8141776323318481,0.8392492532730103,100,411710.55555555556,411257.0,99495.5367040386,176248.0,532061.0,392498.0,458262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114393.66666666667,122058.0,28971.371328721507,64654.0,158822.0,97604.0,131667.0
28,38.12214,-73.77015,2025/02/24 09:42:21,2025-02-24,Fin whale,Balaenoptera physalus,1,0.8117188215255737,0.815664529800415,0.0320776998996734,0.7695585489273071,0.872287392616272,0.7775750160217285,0.8260719776153564,101,333549.77777777775,330973.0,100511.54830806235,163721.0,520516.0,307134.0,392498.0,1427.0,0.0,4036.165507012813,0.0,12843.0,0.0,0.0,127838.88888888889,122058.0,39856.70147874046,64654.0,183296.0,107649.0,163372.0
33,38.13343,-73.94644,2025/02/24 09:48:26,2025-02-24,Fin whale,Balaenoptera physalus,1,0.8449736833572388,0.8470083475112915,0.0203702058643102,0.8143967986106873,0.8789613246917725,0.8280409574508667,0.8519247174263,102,168165.88888888888,143308.0,83756.92792764395,73944.0,375394.0,122419.0,191409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135213.66666666666,132447.0,23411.497925402193,112731.0,191606.0,119012.0,140328.0
11,38.18413,-73.8886,2025/02/24 09:22:09,2025-02-24,Fin whale,Balaenoptera physalus,2,0.7344712018966675,0.7219406366348267,0.0257953833788633,0.7079933285713196,0.7908560037612915,0.7170118689537048,0.7462930083274841,103,291202.1111111111,220112.0,143555.0639390447,107144.0,532061.0,189489.0,401142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150836.33333333334,137342.0,38249.13262342617,97604.0,219780.0,119012.0,184277.0
12,38.17186,-73.86031,2025/02/24 09:23:01,2025-02-24,Common minke whale,Balaenoptera acutorostrata,1,0.7212818264961243,0.71763014793396,0.0221059657633304,0.6847728490829468,0.7612057328224182,0.7079933285713196,0.7353673577308655,104,379692.22222222225,401142.0,104499.51088857123,189489.0,532061.0,374045.0,455468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135061.77777777778,119012.0,34430.3965278027,97604.0,219780.0,115649.0,138495.0
19,38.18469,-73.89053,2025/02/24 09:26:35,2025-02-24,Common minke whale,Balaenoptera acutorostrata,1,0.7344712018966675,0.7219406366348267,0.0257953833788633,0.7079933285713196,0.7908560037612915,0.7170118689537048,0.7462930083274841,105,291202.1111111111,220112.0,143555.0639390447,107144.0,532061.0,189489.0,401142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150836.33333333334,137342.0,38249.13262342617,97604.0,219780.0,119012.0,184277.0
20,38.15422,-73.81721,2025/02/24 09:28:48,2025-02-24,Fin whale,Balaenoptera physalus,1,0.6849896311759949,0.6851903200149536,0.0258584059774875,0.6516725420951843,0.7353673577308655,0.657562792301178,0.7003293633460999,106,411710.55555555556,411257.0,99495.5367040386,176248.0,532061.0,392498.0,458262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114393.66666666667,122058.0,28971.371328721507,64654.0,158822.0,97604.0,131667.0
24,38.15255,-73.82005,2025/02/24 09:38:53,2025-02-24,Fin whale,Balaenoptera physalus,1,0.6849896311759949,0.6851903200149536,0.0258584059774875,0.6516725420951843,0.7353673577308655,0.657562792301178,0.7003293633460999,107,411710.55555555556,411257.0,99495.5367040386,176248.0,532061.0,392498.0,458262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114393.66666666667,122058.0,28971.371328721507,64654.0,158822.0,97604.0,131667.0
27,38.14367,-73.79472,2025/02/24 09:39:41,2025-02-24,Common minke whale,Balaenoptera acutorostrata,1,0.6849896311759949,0.6851903200149536,0.0258584059774875,0.6516725420951843,0.7353673577308655,0.657562792301178,0.7003293633460999,108,411710.55555555556,411257.0,99495.5367040386,176248.0,532061.0,392498.0,458262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114393.66666666667,122058.0,28971.371328721507,64654.0,158822.0,97604.0,131667.0
28,38.12214,-73.77015,2025/02/24 09:42:21,2025-02-24,Fin whale,Balaenoptera physalus,1,0.6703447103500366,0.6797419190406799,0.017252767458558,0.637061357498169,0.6904167532920837,0.657562792301178,0.6847728490829468,109,333549.77777777775,330973.0,100511.54830806235,163721.0,520516.0,307134.0,392498.0,1427.0,0.0,4036.165507012813,0.0,12843.0,0.0,0.0,127838.88888888889,122058.0,39856.70147874046,64654.0,183296.0,107649.0,163372.0
33,38.13343,-73.94644,2025/02/24 09:48:26,2025-02-24,Fin whale,Balaenoptera physalus,1,0.7092329859733582,0.7119426727294922,0.0221637841314077,0.6804726123809814,0.7557525038719177,0.6902027130126953,0.71763014793396,110,168165.88888888888,143308.0,83756.92792764395,73944.0,375394.0,122419.0,191409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135213.66666666666,132447.0,23411.497925402193,112731.0,191606.0,119012.0,140328.0
11,38.18413,-73.8886,2025/02/24 09:22:09,2025-02-24,Fin whale,Balaenoptera physalus,2,0.775030255317688,0.7606422305107117,0.0637315809726715,0.6742227673530579,0.8959800601005554,0.7461256980895996,0.820704996585846,111,291202.1111111111,220112.0,143555.0639390447,107144.0,532061.0,189489.0,401142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150836.33333333334,137342.0,38249.13262342617,97604.0,219780.0,119012.0,184277.0
12,38.17186,-73.86031,2025/02/24 09:23:01,2025-02-24,Common minke whale,Balaenoptera acutorostrata,1,0.7574474811553955,0.7505347728729248,0.0541480928659439,0.6742227673530579,0.8426329493522644,0.7180004715919495,0.8086672425270081,112,379692.22222222225,401142.0,104499.51088857123,189489.0,532061.0,374045.0,455468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135061.77777777778,119012.0,34430.3965278027,97604.0,219780.0,115649.0,138495.0
19,38.18469,-73.89053,2025/02/24 09:26:35,2025-02-24,Common minke whale,Balaenoptera acutorostrata,1,0.775030255317688,0.7606422305107117,0.0637315809726715,0.6742227673530579,0.8959800601005554,0.7461256980895996,0.820704996585846,113,291202.1111111111,220112.0,143555.0639390447,107144.0,532061.0,189489.0,401142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150836.33333333334,137342.0,38249.13262342617,97604.0,219780.0,119012.0,184277.0
