latitude,longitude,date_time,date,common_name,scientific_name,group_size,carbon_phyto_mean,carbon_phyto_median,carbon_phyto_std,carbon_phyto_min,carbon_phyto_max,carbon_phyto_q25,carbon_phyto_q75,chlor_a_mean,chlor_a_median,chlor_a_std,chlor_a_min,chlor_a_max,chlor_a_q25,chlor_a_q75,synechococcus_mean,synechococcus_median,synechococcus_std,synechococcus_min,synechococcus_max,synechococcus_q25,synechococcus_q75,prochlorococcus_mean,prochlorococcus_median,prochlorococcus_std,prochlorococcus_min,prochlorococcus_max,prochlorococcus_q25,prochlorococcus_q75,picoeukaryotes_mean,picoeukaryotes_median,picoeukaryotes_std,picoeukaryotes_min,picoeukaryotes_max,picoeukaryotes_q25,picoeukaryotes_q75,depth_m
37.14515,-74.54101,2024/12/28 11:33:07,2024-12-28,Fin whale,Balaenoptera physalus,4,17.1309814453125,17.325233459472656,1.2567543983459473,14.368611335754396,18.93070602416992,16.980419158935547,17.782621383666992,0.4062725007534027,0.4028280377388,0.0220755822956562,0.3816296458244324,0.4428595304489136,0.3846487700939178,0.4256443679332733,90118.33333333331,84907.0,21618.356649436195,50088.0,126255.0,80672.0,106414.0,168134.33333333334,177074.0,37860.401036791285,110754.0,217371.0,132851.0,195169.0,6855.222222222223,6609.0,1507.529972267202,3979.0,9105.0,6431.0,8044.0,304.0
37.14515,-74.54101,2024/12/28 11:33:07,2024-12-28,Fin whale,Balaenoptera physalus,4,17.1309814453125,17.325233459472656,1.2567543983459473,14.368611335754396,18.93070602416992,16.980419158935547,17.782621383666992,0.4229724705219269,0.4361994862556457,0.0337664112448692,0.3850211203098297,0.4654650092124939,0.3866165727376938,0.4504442512989044,90118.33333333331,84907.0,21618.356649436195,50088.0,126255.0,80672.0,106414.0,168134.33333333334,177074.0,37860.401036791285,110754.0,217371.0,132851.0,195169.0,6855.222222222223,6609.0,1507.529972267202,3979.0,9105.0,6431.0,8044.0,304.0
37.14515,-74.54101,2024/12/28 11:33:07,2024-12-28,Fin whale,Balaenoptera physalus,4,17.1309814453125,17.325233459472656,1.2567543983459473,14.368611335754396,18.93070602416992,16.980419158935547,17.782621383666992,0.53130704164505,0.5340186953544617,0.0191757604479789,0.489558070898056,0.5529804229736328,0.528933584690094,0.5461182594299316,90118.33333333331,84907.0,21618.356649436195,50088.0,126255.0,80672.0,106414.0,168134.33333333334,177074.0,37860.401036791285,110754.0,217371.0,132851.0,195169.0,6855.222222222223,6609.0,1507.529972267202,3979.0,9105.0,6431.0,8044.0,304.0
37.16355,-74.54586,2024/12/28 11:34:14,2024-12-28,Fin whale,Balaenoptera physalus,4,15.85369873046875,16.980419158935547,1.7529507875442505,12.200347900390623,17.61322021484375,14.368611335754396,17.05794334411621,0.4217640459537506,0.4197571277618408,0.0277874078601598,0.3846487700939178,0.473281055688858,0.4028280377388,0.4428595304489136,70156.66666666667,69344.0,24675.449148225583,31733.0,106446.0,50088.0,84907.0,121171.55555555556,113817.0,45603.27853007235,57267.0,184737.0,74216.0,169716.0,6213.555555555556,6219.0,1458.287741086261,3979.0,9105.0,5130.0,6609.0,180.0
37.16355,-74.54586,2024/12/28 11:34:14,2024-12-28,Fin whale,Balaenoptera physalus,4,15.85369873046875,16.980419158935547,1.7529507875442505,12.200347900390623,17.61322021484375,14.368611335754396,17.05794334411621,0.5351293683052063,0.4361995160579681,0.2351117134094238,0.3857236802577972,1.0015250444412231,0.3875094652175903,0.4646889865398407,70156.66666666667,69344.0,24675.449148225583,31733.0,106446.0,50088.0,84907.0,121171.55555555556,113817.0,45603.27853007235,57267.0,184737.0,74216.0,169716.0,6213.555555555556,6219.0,1458.287741086261,3979.0,9105.0,5130.0,6609.0,180.0
37.16355,-74.54586,2024/12/28 11:34:14,2024-12-28,Fin whale,Balaenoptera physalus,4,15.85369873046875,16.980419158935547,1.7529507875442505,12.200347900390623,17.61322021484375,14.368611335754396,17.05794334411621,0.525384247303009,0.533033549785614,0.020782146602869,0.4852482378482818,0.5471017360687256,0.5101038813591003,0.5439532995223999,70156.66666666667,69344.0,24675.449148225583,31733.0,106446.0,50088.0,84907.0,121171.55555555556,113817.0,45603.27853007235,57267.0,184737.0,74216.0,169716.0,6213.555555555556,6219.0,1458.287741086261,3979.0,9105.0,5130.0,6609.0,180.0
37.14515,-74.54101,2024/12/28 11:33:07,2024-12-28,Fin whale,Balaenoptera physalus,4,25.191600799560547,25.23290061950684,1.4663171768188477,22.549530029296875,26.90562057495117,24.344223022460938,26.4823579788208,0.4062725007534027,0.4028280377388,0.0220755822956562,0.3816296458244324,0.4428595304489136,0.3846487700939178,0.4256443679332733,90118.33333333331,84907.0,21618.356649436195,50088.0,126255.0,80672.0,106414.0,168134.33333333334,177074.0,37860.401036791285,110754.0,217371.0,132851.0,195169.0,6855.222222222223,6609.0,1507.529972267202,3979.0,9105.0,6431.0,8044.0,304.0
37.14515,-74.54101,2024/12/28 11:33:07,2024-12-28,Fin whale,Balaenoptera physalus,4,25.191600799560547,25.23290061950684,1.4663171768188477,22.549530029296875,26.90562057495117,24.344223022460938,26.4823579788208,0.4229724705219269,0.4361994862556457,0.0337664112448692,0.3850211203098297,0.4654650092124939,0.3866165727376938,0.4504442512989044,90118.33333333331,84907.0,21618.356649436195,50088.0,126255.0,80672.0,106414.0,168134.33333333334,177074.0,37860.401036791285,110754.0,217371.0,132851.0,195169.0,6855.222222222223,6609.0,1507.529972267202,3979.0,9105.0,6431.0,8044.0,304.0
37.14515,-74.54101,2024/12/28 11:33:07,2024-12-28,Fin whale,Balaenoptera physalus,4,25.191600799560547,25.23290061950684,1.4663171768188477,22.549530029296875,26.90562057495117,24.344223022460938,26.4823579788208,0.53130704164505,0.5340186953544617,0.0191757604479789,0.489558070898056,0.5529804229736328,0.528933584690094,0.5461182594299316,90118.33333333331,84907.0,21618.356649436195,50088.0,126255.0,80672.0,106414.0,168134.33333333334,177074.0,37860.401036791285,110754.0,217371.0,132851.0,195169.0,6855.222222222223,6609.0,1507.529972267202,3979.0,9105.0,6431.0,8044.0,304.0
37.16355,-74.54586,2024/12/28 11:34:14,2024-12-28,Fin whale,Balaenoptera physalus,4,24.70878028869629,24.299564361572266,1.5771572589874268,22.549530029296875,26.90562057495117,23.730085372924805,26.059097290039062,0.4217640459537506,0.4197571277618408,0.0277874078601598,0.3846487700939178,0.473281055688858,0.4028280377388,0.4428595304489136,70156.66666666667,69344.0,24675.449148225583,31733.0,106446.0,50088.0,84907.0,121171.55555555556,113817.0,45603.27853007235,57267.0,184737.0,74216.0,169716.0,6213.555555555556,6219.0,1458.287741086261,3979.0,9105.0,5130.0,6609.0,180.0
37.16355,-74.54586,2024/12/28 11:34:14,2024-12-28,Fin whale,Balaenoptera physalus,4,24.70878028869629,24.299564361572266,1.5771572589874268,22.549530029296875,26.90562057495117,23.730085372924805,26.059097290039062,0.5351293683052063,0.4361995160579681,0.2351117134094238,0.3857236802577972,1.0015250444412231,0.3875094652175903,0.4646889865398407,70156.66666666667,69344.0,24675.449148225583,31733.0,106446.0,50088.0,84907.0,121171.55555555556,113817.0,45603.27853007235,57267.0,184737.0,74216.0,169716.0,6213.555555555556,6219.0,1458.287741086261,3979.0,9105.0,5130.0,6609.0,180.0
37.16355,-74.54586,2024/12/28 11:34:14,2024-12-28,Fin whale,Balaenoptera physalus,4,24.70878028869629,24.299564361572266,1.5771572589874268,22.549530029296875,26.90562057495117,23.730085372924805,26.059097290039062,0.525384247303009,0.533033549785614,0.020782146602869,0.4852482378482818,0.5471017360687256,0.5101038813591003,0.5439532995223999,70156.66666666667,69344.0,24675.449148225583,31733.0,106446.0,50088.0,84907.0,121171.55555555556,113817.0,45603.27853007235,57267.0,184737.0,74216.0,169716.0,6213.555555555556,6219.0,1458.287741086261,3979.0,9105.0,5130.0,6609.0,180.0
37.14515,-74.54101,2024/12/28 11:33:07,2024-12-28,Fin whale,Balaenoptera physalus,4,21.858097076416016,21.99075508117676,0.6635525822639465,20.23432159423828,22.692676544189453,21.648956298828125,22.328632354736328,0.4062725007534027,0.4028280377388,0.0220755822956562,0.3816296458244324,0.4428595304489136,0.3846487700939178,0.4256443679332733,90118.33333333331,84907.0,21618.356649436195,50088.0,126255.0,80672.0,106414.0,168134.33333333334,177074.0,37860.401036791285,110754.0,217371.0,132851.0,195169.0,6855.222222222223,6609.0,1507.529972267202,3979.0,9105.0,6431.0,8044.0,304.0
