Original_Index,latitude,longitude,date_time,date,common_name,scientific_name,group_size,chlor_a_mean,chlor_a_median,chlor_a_std,chlor_a_min,chlor_a_max,chlor_a_q25,chlor_a_q75
2,38.31815,-73.85002,2025/02/22 14:50:02,2025-02-22,Fin whale,Balaenoptera physalus,1,0.7713437080383301,0.7646729350090027,0.015083063393831253,0.7529595494270325,0.7956410646438599,0.7619515061378479,0.7870670557022095
3,38.30965,-73.82714,2025/02/22 14:50:41,2025-02-22,Humpback whale,Megaptera novaeangliae,2,0.7594401836395264,0.763922393321991,0.02137114480137825,0.7295554876327515,0.7926287651062012,0.7362498044967651,0.766217052936554
7,38.30913,-73.82352,2025/02/22 14:50:47,2025-02-22,Humpback whale,Megaptera novaeangliae,2,0.7594401836395264,0.763922393321991,0.02137114480137825,0.7295554876327515,0.7926287651062012,0.7362498044967651,0.766217052936554
17,38.19171,-73.72512,2025/02/22 15:00:43,2025-02-22,Fin whale,Balaenoptera physalus,1,0.6473219394683838,0.6491667032241821,0.014230592176318169,0.6276527643203735,0.6783535480499268,0.637061357498169,0.6516725420951843
18,38.16393,-73.73656,2025/02/22 15:01:47,2025-02-22,Fin whale,Balaenoptera physalus,1,0.6491653919219971,0.6516725420951843,0.015131242573261261,0.6276527643203735,0.6793211102485657,0.637061357498169,0.657562792301178
21,38.23487,-73.82935,2025/02/22 15:07:17,2025-02-22,Fin whale,Balaenoptera physalus,1,0.7244228720664978,0.7295554876327515,0.04069426655769348,0.6516725420951843,0.7926287651062012,0.7003293633460999,0.7462930083274841
22,38.24622,-73.83601,2025/02/22 15:07:43,2025-02-22,Fin whale,Balaenoptera physalus,1,0.7482314705848694,0.7462930083274841,0.03134249150753021,0.7003293633460999,0.7956410646438599,0.7209330201148987,0.7646729350090027
23,38.25892,-73.83506,2025/02/22 15:08:07,2025-02-22,Humpback whale,Megaptera novaeangliae,2,0.76481693983078,0.7619515061378479,0.022729072719812393,0.7209330201148987,0.7956410646438599,0.7529595494270325,0.7870670557022095
31,38.39448,-73.49339,2025/02/22 10:05:28,2025-02-22,Humpback whale,Megaptera novaeangliae,1,0.7227382659912109,0.7297350168228149,0.0222379881888628,0.6861322522163391,0.7481768727302551,0.7067639231681824,0.7420009970664978
32,38.38323,-73.50716,2025/02/22 10:06:12,2025-02-22,Humpback whale,Megaptera novaeangliae,1,0.714067816734314,0.7156049013137817,0.022115521132946014,0.6861322522163391,0.7481768727302551,0.6889850497245789,0.7297350168228149
40,38.43284,-73.58463,2025/02/22 10:10:17,2025-02-22,Humpback whale,Megaptera novaeangliae,1,0.7265568375587463,0.7289149761199951,0.023647315800189972,0.6877475380897522,0.7615609169006348,0.7156049013137817,0.7427288293838501
41,38.43629,-73.57339,2025/02/22 10:15:58,2025-02-22,Humpback whale,Megaptera novaeangliae,1,0.7133461236953735,0.7156049013137817,0.020998885855078697,0.6877475380897522,0.7447162866592407,0.6891472339630127,0.7285833954811096
46,38.39316,-73.93637,2025/02/22 12:44:00,2025-02-22,North Atlantic right whale,Eubalaena glacialis,8,0.7642979621887207,0.7619710564613342,0.006980468053370714,0.7532041668891907,0.7741815447807312,0.7602384686470032,0.7714404463768005
119,38.3245,-73.52472,2025/02/22 11:27:40,2025-02-22,Beaked whales,Hyperoodontidae,5,0.7224562168121338,0.7319700717926025,0.024899136275053024,0.6702932119369507,0.7481768727302551,0.7131629586219788,0.7420009970664978
120,38.33333,-73.51281,2025/02/22 11:28:44,2025-02-22,Beaked whales,Hyperoodontidae,5,0.7224562168121338,0.7319700717926025,0.024899136275053024,0.6702932119369507,0.7481768727302551,0.7131629586219788,0.7420009970664978
1,38.3193,-73.84825,2025/02/22 14:46:46,2025-02-22,Fin whale,Balaenoptera physalus,1,0.8831679821014404,0.8900905251502991,0.040449317544698715,0.821372926235199,0.9362435936927795,0.8397495746612549,0.9066671133041382
2,38.31815,-73.85002,2025/02/22 14:50:02,2025-02-22,Fin whale,Balaenoptera physalus,1,0.8831679821014404,0.8900905251502991,0.040449317544698715,0.821372926235199,0.9362435936927795,0.8397495746612549,0.9066671133041382
3,38.30965,-73.82714,2025/02/22 14:50:41,2025-02-22,Humpback whale,Megaptera novaeangliae,2,0.8663802742958069,0.8440327644348145,0.03893999755382538,0.821372926235199,0.9348498582839966,0.8397495746612549,0.9064173698425293
7,38.30913,-73.82352,2025/02/22 14:50:47,2025-02-22,Humpback whale,Megaptera novaeangliae,2,0.8663802742958069,0.8440327644348145,0.03893999755382538,0.821372926235199,0.9348498582839966,0.8397495746612549,0.9064173698425293
17,38.19171,-73.72512,2025/02/22 15:00:43,2025-02-22,Fin whale,Balaenoptera physalus,1,0.7392668724060059,0.7254074215888977,0.033032435923814774,0.7023162841796875,0.7921367883682251,0.7109032273292542,0.7690730690956116
18,38.16393,-73.73656,2025/02/22 15:01:47,2025-02-22,Fin whale,Balaenoptera physalus,1,0.7260156273841858,0.7241357564926147,0.0343080572783947,0.6670859456062317,0.7887639403343201,0.7071048617362976,0.7393504977226257
21,38.23487,-73.82935,2025/02/22 15:07:17,2025-02-22,Fin whale,Balaenoptera physalus,1,0.8187021017074585,0.8086672425270081,0.06219804286956787,0.7461256980895996,0.9348498582839966,0.7690730690956116,0.8398092985153198
22,38.24622,-73.83601,2025/02/22 15:07:43,2025-02-22,Fin whale,Balaenoptera physalus,1,0.8340909481048584,0.820704996585846,0.07213519513607025,0.7461256980895996,0.9362435936927795,0.7606422305107117,0.9064173698425293
23,38.25892,-73.83506,2025/02/22 15:08:07,2025-02-22,Humpback whale,Megaptera novaeangliae,2,0.880548357963562,0.8900905251502991,0.04432496055960655,0.8086672425270081,0.9362435936927795,0.8426329493522644,0.9066671133041382
31,38.39448,-73.49339,2025/02/22 10:05:28,2025-02-22,Humpback whale,Megaptera novaeangliae,1,0.7505211234092712,0.7484056353569031,0.028629938140511513,0.7249209880828857,0.8258730173110962,0.7284390926361084,0.7501581907272339
32,38.38323,-73.50716,2025/02/22 10:06:12,2025-02-22,Humpback whale,Megaptera novaeangliae,1,0.7699346542358398,0.7484119534492493,0.05461980774998665,0.7249209880828857,0.899338960647583,0.7279811501502991,0.7757834196090698
40,38.43284,-73.58463,2025/02/22 10:10:17,2025-02-22,Humpback whale,Megaptera novaeangliae,1,0.8719072341918945,0.8859316110610962,0.0466829314827919,0.7757834196090698,0.9390612840652466,0.848701536655426,0.9027146697044373
41,38.43629,-73.57339,2025/02/22 10:15:58,2025-02-22,Humpback whale,Megaptera novaeangliae,1,0.8538726568222046,0.857552170753479,0.05961485579609871,0.7546612620353699,0.9390612840652466,0.8243612051010132,0.9027146697044373
46,38.39316,-73.93637,2025/02/22 12:44:00,2025-02-22,North Atlantic right whale,Eubalaena glacialis,8,0.7198441028594971,0.7043363451957703,0.062115252017974854,0.6471495032310486,0.8344593644142151,0.6652272939682007,0.7479995489120483
119,38.3245,-73.52472,2025/02/22 11:27:40,2025-02-22,Beaked whales,Hyperoodontidae,5,0.723049521446228,0.7227020859718323,0.0060699814930558205,0.7138290405273438,0.7340380549430847,0.7213995456695557,0.7266022562980652
120,38.33333,-73.51281,2025/02/22 11:28:44,2025-02-22,Beaked whales,Hyperoodontidae,5,0.723049521446228,0.7227020859718323,0.0060699814930558205,0.7138290405273438,0.7340380549430847,0.7213995456695557,0.7266022562980652
4,38.80395,-72.99513,2025/02/26 11:45:26,2025-02-26,Humpback whale,Megaptera novaeangliae,2,0.6342493891716003,0.6335242986679077,0.014999639242887497,0.6142672300338745,0.6617860794067383,0.626293420791626,0.6424503326416016
6,38.81244,-73.00711,2025/02/26 11:46:17,2025-02-26,Humpback whale,Megaptera novaeangliae,2,0.6451141238212585,0.6442347764968872,0.01602221094071865,0.6142672300338745,0.6720353364944458,0.6340295672416687,0.6522801518440247
13,38.82722,-72.97477,2025/02/26 11:48:18,2025-02-26,Fin whale,Balaenoptera physalus,1,0.6342493891716003,0.6335242986679077,0.014999639242887497,0.6142672300338745,0.6617860794067383,0.626293420791626,0.6424503326416016
14,38.90338,-73.09153,2025/02/26 11:53:01,2025-02-26,Fin whale,Balaenoptera physalus,1,0.669788658618927,0.6726090908050537,0.013135217130184174,0.6515434384346008,0.6940441727638245,0.6558195948600769,0.6761170625686646
38,38.7406,-73.24345,2025/02/26 10:10:32,2025-02-26,Fin whale,Balaenoptera physalus,1,0.6513187289237976,0.6492983102798462,0.012048250995576382,0.6347584128379822,0.6748465299606323,0.6471812725067139,0.6551927924156189
39,38.75009,-73.23051,2025/02/26 10:11:28,2025-02-26,Fin whale,Balaenoptera physalus,1,0.6493656635284424,0.6489338874816895,0.015694623813033104,0.623939573764801,0.6748465299606323,0.6352710127830505,0.6647008657455444
45,38.72615,-73.08132,2025/02/26 10:17:44,2025-02-26,Fin whale,Balaenoptera physalus,2,0.6363638043403625,0.6386052370071411,0.010027277283370495,0.6220706701278687,0.6534995436668396,0.6258004903793335,0.6433231234550476
4,38.80395,-72.99513,2025/02/26 11:45:26,2025-02-26,Humpback whale,Megaptera novaeangliae,2,0.7638776302337646,0.7594740986824036,0.01599166914820671,0.7435020804405212,0.8005411028862,0.7534095048904419,0.7726114392280579
6,38.81244,-73.00711,2025/02/26 11:46:17,2025-02-26,Humpback whale,Megaptera novaeangliae,2,0.7526152729988098,0.7507449388504028,0.0065681603737175465,0.7435020804405212,0.76419997215271,0.7478192448616028,0.7592124342918396
13,38.82722,-72.97477,2025/02/26 11:48:18,2025-02-26,Fin whale,Balaenoptera physalus,1,0.7638776302337646,0.7594740986824036,0.01599166914820671,0.7435020804405212,0.8005411028862,0.7534095048904419,0.7726114392280579
14,38.90338,-73.09153,2025/02/26 11:53:01,2025-02-26,Fin whale,Balaenoptera physalus,1,0.8302953243255615,0.8406208753585815,0.033869873732328415,0.7464128732681274,0.868179202079773,0.8240607976913452,0.8466612696647644
38,38.7406,-73.24345,2025/02/26 10:10:32,2025-02-26,Fin whale,Balaenoptera physalus,1,0.7845959067344666,0.7845665216445923,0.03179941698908806,0.7306720614433289,0.8336396217346191,0.7535962462425232,0.8126362562179565
39,38.75009,-73.23051,2025/02/26 10:11:28,2025-02-26,Fin whale,Balaenoptera physalus,1,0.7744340300559998,0.7804637551307678,0.03770431503653526,0.7245512008666992,0.8336396217346191,0.7372696995735168,0.8126362562179565
45,38.72615,-73.08132,2025/02/26 10:17:44,2025-02-26,Fin whale,Balaenoptera physalus,2,0.7787382006645203,0.780324399471283,0.02122056670486927,0.7507449388504028,0.8100033402442932,0.7568377256393433,0.7931742668151855
8,37.49114,-74.39087,2025/02/23 14:30:34,2025-02-23,Fin whale,Balaenoptera physalus,1,0.7414926886558533,0.7398543953895569,0.014208385720849037,0.7229212522506714,0.7600343823432922,0.7324681878089905,0.75954270362854
9,37.48327,-74.37031,2025/02/23 14:31:11,2025-02-23,Humpback whale,Megaptera novaeangliae,1,0.7553603649139404,0.7598397731781006,0.01589667610824108,0.7240803241729736,0.7767888903617859,0.7420425415039062,0.7636451125144958
10,37.49054,-74.38346,2025/02/23 14:35:27,2025-02-23,Humpback whale,Megaptera novaeangliae,1,0.7414926886558533,0.7398543953895569,0.014208385720849037,0.7229212522506714,0.7600343823432922,0.7324681878089905,0.75954270362854
42,37.78553,-74.08297,2025/02/23 15:12:40,2025-02-23,Sperm whale,Physeter macrocephalus,1,0.7582984566688538,0.7574158310890198,0.010229919105768204,0.744469404220581,0.7743820548057556,0.7525430917739868,0.7643532752990723
43,37.77793,-74.08491,2025/02/23 15:14:03,2025-02-23,Sperm whale,Physeter macrocephalus,1,0.752946138381958,0.753031313419342,0.014197885058820248,0.7238379716873169,0.7743820548057556,0.744785726070404,0.7642096281051636
47,37.86159,-74.19653,2025/02/23 15:19:09,2025-02-23,Humpback whale,Megaptera novaeangliae,1,0.8632521033287048,0.8537935614585876,0.07305090129375458,0.7642096281051636,0.9847979545593262,0.809557318687439,0.9154348969459534
48,37.84661,-74.19493,2025/02/23 15:20:16,2025-02-23,Humpback whale,Megaptera novaeangliae,1,0.8632521033287048,0.8537935614585876,0.07305090129375458,0.7642096281051636,0.9847979545593262,0.809557318687439,0.9154348969459534
117,37.59155,-74.27434,2025/02/23 13:24:23,2025-02-23,Sperm whale,Physeter macrocephalus,1,0.7828677296638489,0.785951554775238,0.023427369073033333,0.7457664608955383,0.8245803713798523,0.7631890773773193,0.7995941042900085
118,37.60274,-74.24987,2025/02/23 13:25:18,2025-02-23,Sperm whale,Physeter macrocephalus,1,0.7866703271865845,0.785951554775238,0.01894814521074295,0.7598617672920227,0.8245803713798523,0.7747505307197571,0.7995941042900085
8,37.49114,-74.39087,2025/02/23 14:30:34,2025-02-23,Fin whale,Balaenoptera physalus,1,0.6847108006477356,0.682137131690979,0.0172834862023592,0.658732533454895,0.7213840484619141,0.6736294627189636,0.6867373585700989
9,37.48327,-74.37031,2025/02/23 14:31:11,2025-02-23,Humpback whale,Megaptera novaeangliae,1,0.6775713562965393,0.6763609051704407,0.008516158908605576,0.658732533454895,0.6867373585700989,0.6736294627189636,0.6855578422546387
10,37.49054,-74.38346,2025/02/23 14:35:27,2025-02-23,Humpback whale,Megaptera novaeangliae,1,0.6847108006477356,0.682137131690979,0.0172834862023592,0.658732533454895,0.7213840484619141,0.6736294627189636,0.6867373585700989
42,37.78553,-74.08297,2025/02/23 15:12:40,2025-02-23,Sperm whale,Physeter macrocephalus,1,0.6725887656211853,0.6746523976325989,0.013502528890967369,0.6389469504356384,0.6859553456306458,0.6685582995414734,0.6838536262512207
43,37.77793,-74.08491,2025/02/23 15:14:03,2025-02-23,Sperm whale,Physeter macrocephalus,1,0.6771259903907776,0.6757662296295166,0.006352462340146303,0.6679940819740295,0.6859553456306458,0.6732230186462402,0.6838536262512207
47,37.86159,-74.19653,2025/02/23 15:19:09,2025-02-23,Humpback whale,Megaptera novaeangliae,1,0.6959455609321594,0.689316987991333,0.02435418590903282,0.663931667804718,0.7421430349349976,0.6789804697036743,0.7124977707862854
48,37.84661,-74.19493,2025/02/23 15:20:16,2025-02-23,Humpback whale,Megaptera novaeangliae,1,0.6959455609321594,0.689316987991333,0.02435418590903282,0.663931667804718,0.7421430349349976,0.6789804697036743,0.7124977707862854
117,37.59155,-74.27434,2025/02/23 13:24:23,2025-02-23,Sperm whale,Physeter macrocephalus,1,0.7058828473091125,0.7083398103713989,0.03643312677741051,0.6657518148422241,0.7648588418960571,0.6696709990501404,0.7189810872077942
118,37.60274,-74.24987,2025/02/23 13:25:18,2025-02-23,Sperm whale,Physeter macrocephalus,1,0.7193975448608398,0.7189810872077942,0.0353262759745121,0.6696709990501404,0.7648588418960571,0.6818475127220154,0.7594834566116333
8,37.49114,-74.39087,2025/02/23 14:30:34,2025-02-23,Fin whale,Balaenoptera physalus,1,0.8215318918228149,0.8178619742393494,0.02667572908103466,0.7881506681442261,0.8821232914924622,0.7984227538108826,0.8367466926574707
9,37.48327,-74.37031,2025/02/23 14:31:11,2025-02-23,Humpback whale,Megaptera novaeangliae,1,0.8110524415969849,0.8182553052902222,0.023873891681432724,0.758891761302948,0.8375921845436096,0.7981806993484497,0.824394166469574
10,37.49054,-74.38346,2025/02/23 14:35:27,2025-02-23,Humpback whale,Megaptera novaeangliae,1,0.8215318918228149,0.8178619742393494,0.02667572908103466,0.7881506681442261,0.8821232914924622,0.7984227538108826,0.8367466926574707
42,37.78553,-74.08297,2025/02/23 15:12:40,2025-02-23,Sperm whale,Physeter macrocephalus,1,0.7568088173866272,0.7586267590522766,0.02998051792383194,0.7033634185791016,0.8044161200523376,0.7431026101112366,0.7794869542121887
43,37.77793,-74.08491,2025/02/23 15:14:03,2025-02-23,Sperm whale,Physeter macrocephalus,1,0.7903831005096436,0.7878867387771606,0.030197441577911377,0.7431026101112366,0.8350732326507568,0.7627573609352112,0.8209298253059387
47,37.86159,-74.19653,2025/02/23 15:19:09,2025-02-23,Humpback whale,Megaptera novaeangliae,1,0.8439459204673767,0.8500665426254272,0.03041827492415905,0.7689271569252014,0.8750234246253967,0.836280345916748,0.8698375821113586
48,37.84661,-74.19493,2025/02/23 15:20:16,2025-02-23,Humpback whale,Megaptera novaeangliae,1,0.8439459204673767,0.8500665426254272,0.03041827492415905,0.7689271569252014,0.8750234246253967,0.836280345916748,0.8698375821113586
117,37.59155,-74.27434,2025/02/23 13:24:23,2025-02-23,Sperm whale,Physeter macrocephalus,1,0.7379645109176636,0.7390087246894836,0.020760610699653625,0.7048934102058411,0.7697464823722839,0.7213590741157532,0.7513595223426819
118,37.60274,-74.24987,2025/02/23 13:25:18,2025-02-23,Sperm whale,Physeter macrocephalus,1,0.7243035435676575,0.7213590741157532,0.022208197042346,0.6952469348907471,0.7697464823722839,0.7083751559257507,0.7317142486572266
11,38.18413,-73.8886,2025/02/24 09:22:09,2025-02-24,Fin whale,Balaenoptera physalus,2,0.8423067927360535,0.8470083475112915,0.0164632610976696,0.8141776323318481,0.8603777289390564,0.838146448135376,0.8551501035690308
12,38.17186,-73.86031,2025/02/24 09:23:01,2025-02-24,Common minke whale,Balaenoptera acutorostrata,1,0.8271266222000122,0.838146448135376,0.025910569354891777,0.7695585489273071,0.8580347895622253,0.8141776323318481,0.8416538834571838
19,38.18469,-73.89053,2025/02/24 09:26:35,2025-02-24,Common minke whale,Balaenoptera acutorostrata,1,0.8423067927360535,0.8470083475112915,0.0164632610976696,0.8141776323318481,0.8603777289390564,0.838146448135376,0.8551501035690308
20,38.15422,-73.81721,2025/02/24 09:28:48,2025-02-24,Fin whale,Balaenoptera physalus,1,0.8202917575836182,0.8260719776153564,0.028796980157494545,0.7695585489273071,0.8568036556243896,0.8141776323318481,0.8392492532730103
24,38.15255,-73.82005,2025/02/24 09:38:53,2025-02-24,Fin whale,Balaenoptera physalus,1,0.8202917575836182,0.8260719776153564,0.028796980157494545,0.7695585489273071,0.8568036556243896,0.8141776323318481,0.8392492532730103
27,38.14367,-73.79472,2025/02/24 09:39:41,2025-02-24,Common minke whale,Balaenoptera acutorostrata,1,0.8202917575836182,0.8260719776153564,0.028796980157494545,0.7695585489273071,0.8568036556243896,0.8141776323318481,0.8392492532730103
28,38.12214,-73.77015,2025/02/24 09:42:21,2025-02-24,Fin whale,Balaenoptera physalus,1,0.8117188215255737,0.815664529800415,0.03207769989967346,0.7695585489273071,0.872287392616272,0.7775750160217285,0.8260719776153564
33,38.13343,-73.94644,2025/02/24 09:48:26,2025-02-24,Fin whale,Balaenoptera physalus,1,0.8449736833572388,0.8470083475112915,0.020370205864310265,0.8143967986106873,0.8789613246917725,0.8280409574508667,0.8519247174263
11,38.18413,-73.8886,2025/02/24 09:22:09,2025-02-24,Fin whale,Balaenoptera physalus,2,0.7344712018966675,0.7219406366348267,0.025795383378863335,0.7079933285713196,0.7908560037612915,0.7170118689537048,0.7462930083274841
12,38.17186,-73.86031,2025/02/24 09:23:01,2025-02-24,Common minke whale,Balaenoptera acutorostrata,1,0.7212818264961243,0.71763014793396,0.02210596576333046,0.6847728490829468,0.7612057328224182,0.7079933285713196,0.7353673577308655
19,38.18469,-73.89053,2025/02/24 09:26:35,2025-02-24,Common minke whale,Balaenoptera acutorostrata,1,0.7344712018966675,0.7219406366348267,0.025795383378863335,0.7079933285713196,0.7908560037612915,0.7170118689537048,0.7462930083274841
20,38.15422,-73.81721,2025/02/24 09:28:48,2025-02-24,Fin whale,Balaenoptera physalus,1,0.6849896311759949,0.6851903200149536,0.025858405977487564,0.6516725420951843,0.7353673577308655,0.657562792301178,0.7003293633460999
24,38.15255,-73.82005,2025/02/24 09:38:53,2025-02-24,Fin whale,Balaenoptera physalus,1,0.6849896311759949,0.6851903200149536,0.025858405977487564,0.6516725420951843,0.7353673577308655,0.657562792301178,0.7003293633460999
27,38.14367,-73.79472,2025/02/24 09:39:41,2025-02-24,Common minke whale,Balaenoptera acutorostrata,1,0.6849896311759949,0.6851903200149536,0.025858405977487564,0.6516725420951843,0.7353673577308655,0.657562792301178,0.7003293633460999
28,38.12214,-73.77015,2025/02/24 09:42:21,2025-02-24,Fin whale,Balaenoptera physalus,1,0.6703447103500366,0.6797419190406799,0.017252767458558083,0.637061357498169,0.6904167532920837,0.657562792301178,0.6847728490829468
33,38.13343,-73.94644,2025/02/24 09:48:26,2025-02-24,Fin whale,Balaenoptera physalus,1,0.7092329859733582,0.7119426727294922,0.022163784131407738,0.6804726123809814,0.7557525038719177,0.6902027130126953,0.71763014793396
11,38.18413,-73.8886,2025/02/24 09:22:09,2025-02-24,Fin whale,Balaenoptera physalus,2,0.775030255317688,0.7606422305107117,0.06373158097267151,0.6742227673530579,0.8959800601005554,0.7461256980895996,0.820704996585846
12,38.17186,-73.86031,2025/02/24 09:23:01,2025-02-24,Common minke whale,Balaenoptera acutorostrata,1,0.7574474811553955,0.7505347728729248,0.05414809286594391,0.6742227673530579,0.8426329493522644,0.7180004715919495,0.8086672425270081
19,38.18469,-73.89053,2025/02/24 09:26:35,2025-02-24,Common minke whale,Balaenoptera acutorostrata,1,0.775030255317688,0.7606422305107117,0.06373158097267151,0.6742227673530579,0.8959800601005554,0.7461256980895996,0.820704996585846
20,38.15422,-73.81721,2025/02/24 09:28:48,2025-02-24,Fin whale,Balaenoptera physalus,1,0.7056452035903931,0.6954958438873291,0.03738848492503166,0.663451075553894,0.7690730690956116,0.6742227673530579,0.7461256980895996
24,38.15255,-73.82005,2025/02/24 09:38:53,2025-02-24,Fin whale,Balaenoptera physalus,1,0.7056452035903931,0.6954958438873291,0.03738848492503166,0.663451075553894,0.7690730690956116,0.6742227673530579,0.7461256980895996
27,38.14367,-73.79472,2025/02/24 09:39:41,2025-02-24,Common minke whale,Balaenoptera acutorostrata,1,0.7056452035903931,0.6954958438873291,0.03738848492503166,0.663451075553894,0.7690730690956116,0.6742227673530579,0.7461256980895996
28,38.12214,-73.77015,2025/02/24 09:42:21,2025-02-24,Fin whale,Balaenoptera physalus,1,0.7106230854988098,0.7071048617362976,0.034698907285928726,0.663451075553894,0.7785999178886414,0.6954958438873291,0.718534529209137
33,38.13343,-73.94644,2025/02/24 09:48:26,2025-02-24,Fin whale,Balaenoptera physalus,1,0.7803739309310913,0.769232988357544,0.05232105776667595,0.7180004715919495,0.897186815738678,0.7469595670700073,0.7898765206336975
