common_name,Count,Mean,Median,Std Dev,Min,Max,25%,75%
Beaked whales,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blue whale,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Common minke whale,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fin whale,151,53236.37086092715,0.0,117534.8127735419,0.0,428354.0,0.0,21776.0
Humpback whale,124,29964.5564516129,0.0,94910.99493790211,0.0,409536.0,0.0,5425.0
North Atlantic right whale,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sperm whale,21,126154.14285714286,0.0,204393.07197176124,0.0,441539.5,0.0,441539.5
